EVHC,Envision Healthcare,Health Care,https://en.wikipedia.org/wiki/Envision_Healthcare
EOG,EOG Resources,Energy,https://en.wikipedia.org/wiki/EOG_Resources
EQT,EQT Corporation,Energy,https://en.wikipedia.org/wiki/EQT_Corporation
EFX,Equifax Inc.,Industrials,https://en.wikipedia.org/wiki/Equifax_Inc.
EQIX,Equinix,Real Estate,https://en.wikipedia.org/wiki/Equinix
EQR,Equity Residential,Real Estate,https://en.wikipedia.org/wiki/Equity_Residential
ESS,"Essex Property Trust, Inc.",Real Estate,"https://en.wikipedia.org/wiki/Essex_Property_Trust,_Inc."
EL,Estee Lauder Cos.,Consumer,https://en.wikipedia.org/wiki/Estee_Lauder_Cos.
ES,Eversource Energy,Utilities,https://en.wikipedia.org/wiki/Eversource_Energy
EXC,Exelon Corp.,Utilities,https://en.wikipedia.org/wiki/Exelon_Corp.
EXPE,Expedia Inc.,Consumer,https://en.wikipedia.org/wiki/Expedia_Inc.
EXPD,Expeditors International,Industrials,https://en.wikipedia.org/wiki/Expeditors_International
ESRX,Express Scripts,Health Care,https://en.wikipedia.org/wiki/Express_Scripts
EXR,Extra Space Storage,Real Estate,https://en.wikipedia.org/wiki/Extra_Space_Storage
XOM,Exxon Mobil Corp.,Energy,https://en.wikipedia.org/wiki/Exxon_Mobil_Corp.
FFIV,F5 Networks,IT,https://en.wikipedia.org/wiki/F5_Networks
FB,"Facebook, Inc.",IT,https://en.wikipedia.org/wiki/Facebook
FAST,Fastenal Co,Industrials,https://en.wikipedia.org/wiki/Fastenal_Co
FRT,Federal Realty Investment Trust,Real Estate,https://en.wikipedia.org/wiki/Federal_Realty_Investment_Trust
FDX,FedEx Corporation,Industrials,https://en.wikipedia.org/wiki/FedEx_Corporation
FIS,Fidelity National Information Services,IT,https://en.wikipedia.org/wiki/Fidelity_National_Information_Services
FITB,Fifth Third Bancorp,Financials,https://en.wikipedia.org/wiki/Fifth_Third_Bancorp
FE,FirstEnergy Corp,Utilities,https://en.wikipedia.org/wiki/FirstEnergy_Corp
FISV,Fiserv Inc,IT,https://en.wikipedia.org/wiki/Fiserv_Inc
FLIR,FLIR Systems,IT,https://en.wikipedia.org/wiki/FLIR_Systems
FLS,Flowserve Corporation,Industrials,https://en.wikipedia.org/wiki/Flowserve_Corporation
FLR,Fluor Corp.,Industrials,https://en.wikipedia.org/wiki/Fluor_Corp.
FMC,FMC Corporation,Materials,https://en.wikipedia.org/wiki/FMC_Corporation
FL,Foot Locker Inc,Consumer,https://en.wikipedia.org/wiki/Foot_Locker_Inc
F,Ford Motor,Consumer,https://en.wikipedia.org/wiki/Ford_Motor
FTV,Fortive Corp,Industrials,https://en.wikipedia.org/wiki/Fortive_Corp
FBHS,Fortune Brands Home & Security,Industrials,https://en.wikipedia.org/wiki/Fortune_Brands_Home_%26_Security
BEN,Franklin Resources,Financials,https://en.wikipedia.org/wiki/Franklin_Resources
FCX,Freeport-McMoRan Inc.,Materials,https://en.wikipedia.org/wiki/Freeport-McMoRan_Inc.
GPS,Gap Inc.,Consumer,https://en.wikipedia.org/wiki/Gap_Inc.
GRMN,Garmin Ltd.,Consumer,https://en.wikipedia.org/wiki/Garmin_Ltd.
IT,Gartner Inc,IT,https://en.wikipedia.org/wiki/Gartner
GD,General Dynamics,Industrials,https://en.wikipedia.org/wiki/General_Dynamics
GE,General Electric,Industrials,https://en.wikipedia.org/wiki/General_Electric
GGP,General Growth Properties Inc.,Real Estate,https://en.wikipedia.org/wiki/General_Growth_Properties_Inc.
GIS,General Mills,Consumer,https://en.wikipedia.org/wiki/General_Mills
GM,General Motors,Consumer,https://en.wikipedia.org/wiki/General_Motors
GPC,Genuine Parts,Consumer,https://en.wikipedia.org/wiki/Genuine_Parts
GILD,Gilead Sciences,Health Care,https://en.wikipedia.org/wiki/Gilead_Sciences
GPN,Global Payments Inc,IT,https://en.wikipedia.org/wiki/Heartland_Payment_Systems
GS,Goldman Sachs Group,Financials,https://en.wikipedia.org/wiki/Goldman_Sachs_Group
GT,Goodyear Tire & Rubber,Consumer,https://en.wikipedia.org/wiki/Goodyear_Tire_%26_Rubber
GWW,Grainger (W.W.) Inc.,Industrials,https://en.wikipedia.org/wiki/Grainger_(W.W.)_Inc.
HAL,Halliburton Co.,Energy,https://en.wikipedia.org/wiki/Halliburton_Co.
HBI,Hanesbrands Inc,Consumer,https://en.wikipedia.org/wiki/Hanesbrands_Inc
HOG,Harley-Davidson,Consumer,https://en.wikipedia.org/wiki/Harley-Davidson
HRS,Harris Corporation,IT,https://en.wikipedia.org/wiki/Harris_Corporation
HIG,Hartford Financial Svc. Gp.,Financials,https://en.wikipedia.org/wiki/Hartford_Financial_Svc.Gp.
HAS,Hasbro Inc.,Consumer,https://en.wikipedia.org/wiki/Hasbro_Inc.
HCA,HCA Holdings,Health Care,https://en.wikipedia.org/wiki/HCA_Holdings
HCP,HCP Inc.,Real Estate,https://en.wikipedia.org/wiki/HCP_Inc.
HP,Helmerich & Payne,Energy,https://en.wikipedia.org/wiki/Helmerich_%26_Payne
HSIC,Henry Schein,Health Care,https://en.wikipedia.org/wiki/Henry_Schein
HSY,The Hershey Company,Consumer,https://en.wikipedia.org/wiki/The_Hershey_Company
HES,Hess Corporation,Energy,https://en.wikipedia.org/wiki/Hess_Corporation
HPE,Hewlett Packard Enterprise,IT,https://en.wikipedia.org/wiki/Hewlett_Packard_Enterprise
HOLX,Hologic,Health Care,https://en.wikipedia.org/wiki/Hologic
HD,Home Depot,Consumer,https://en.wikipedia.org/wiki/Home_Depot
HON,Honeywell International Inc.,Industrials,https://en.wikipedia.org/wiki/Honeywell_Int%27l_Inc.
HRL,Hormell Foods Corp.,Consumer,https://en.wikipedia.org/wiki/Hormel_Foods_Corp.
HST,Host Hotels & Resorts,Real Estate,https://en.wikipedia.org/wiki/Host_Hotels_%26_Resorts
HPQ,HP Inc.,IT,https://en.wikipedia.org/wiki/HP_Inc.
HUM,Humana Inc.,Health Care,https://en.wikipedia.org/wiki/Humana_Inc.
HBAN,Huntington Bancshares,Financials,https://en.wikipedia.org/wiki/Huntington_Bancshares
IDXX,IDEXX Laboratories,Health Care,https://en.wikipedia.org/wiki/Idexx_Laboratories
ITW,Illinois Tool Works,Industrials,https://en.wikipedia.org/wiki/Illinois_Tool_Works
ILMN,Illumina Inc,Health Care,https://en.wikipedia.org/wiki/Illumina_(company)
IR,Ingersoll-Rand PLC,Industrials,https://en.wikipedia.org/wiki/Ingersoll-Rand_PLC
INTC,Intel Corp.,IT,https://en.wikipedia.org/wiki/Intel_Corp.
ICE,Intercontinental Exchange,Financials,https://en.wikipedia.org/wiki/Intercontinental_Exchange
IBM,IBM,IT,https://en.wikipedia.org/wiki/IBM
INCY,Incyte,Health Care,https://en.wikipedia.org/wiki/Incyte
IP,International Paper,Materials,https://en.wikipedia.org/wiki/International_Paper
IPG,Interpublic Group,Consumer,https://en.wikipedia.org/wiki/Interpublic_Group
IFF,Intl Flavors & Fragrances,Materials,https://en.wikipedia.org/wiki/Intl_Flavors_%26_Fragrances
INTU,Intuit Inc.,IT,https://en.wikipedia.org/wiki/Intuit
ISRG,Intuitive Surgical Inc.,Health Care,https://en.wikipedia.org/wiki/Intuitive_Surgical_Inc.
IVZ,Invesco Ltd.,Financials,https://en.wikipedia.org/wiki/Invesco_Ltd.
IRM,Iron Mountain Incorporated,Real Estate,https://en.wikipedia.org/wiki/Iron_Mountain_Incorporated
JEC,Jacobs Engineering Group,Industrials,https://en.wikipedia.org/wiki/Jacobs_Engineering_Group
JBHT,J. B. Hunt Transport Services,Industrials,https://en.wikipedia.org/wiki/J._B._Hunt_Transport_Services
SJM,JM Smucker,Consumer,https://en.wikipedia.org/wiki/JM_Smucker
JNJ,Johnson & Johnson,Health Care,https://en.wikipedia.org/wiki/Johnson_%26_Johnson
JCI,Johnson Controls International,Industrials,https://en.wikipedia.org/wiki/Johnson_Controls
JPM,JPMorgan Chase & Co.,Financials,https://en.wikipedia.org/wiki/JPMorgan_Chase_%26_Co.
JNPR,Juniper Networks,IT,https://en.wikipedia.org/wiki/Juniper_Networks
KSU,Kansas City Southern,Industrials,https://en.wikipedia.org/wiki/Kansas_City_Southern_(company)
K,Kellogg Co.,Consumer,https://en.wikipedia.org/wiki/Kellogg_Co.
KEY,KeyCorp,Financials,https://en.wikipedia.org/wiki/KeyCorp
KMB,Kimberley-Clark,Consumer,https://en.wikipedia.org/wiki/Kimberly-Clark
KIM,Kimco Realty,Real Estate,https://en.wikipedia.org/wiki/Kimco_Realty
KMI,Kinder Morgan,Energy,https://en.wikipedia.org/wiki/Kinder_Morgan
KLAC,KLA-Tencor Corp.,IT,https://en.wikipedia.org/wiki/KLA-Tencor_Corp.
KSS,Kohl's,Consumer,https://en.wikipedia.org/wiki/Kohl%27s
KHC,Kraft Heinz,Consumer,https://en.wikipedia.org/wiki/Kraft_Heinz
KR,Kroger Co.,Consumer,https://en.wikipedia.org/wiki/Kroger_Co.
LB,L Brands Inc.,Consumer,https://en.wikipedia.org/wiki/L_Brands_Inc.
LLL,L-3 Communications Holdings,Industrials,https://en.wikipedia.org/wiki/L-3_Communications_Holdings
LH,Laboratory Corp. of America Holding,Health Care,https://en.wikipedia.org/wiki/Laboratory_Corp._of_America_Holding
LRCX,Lam Research,IT,https://en.wikipedia.org/wiki/Lam_Research
LEG,Leggett & Platt,Consumer,https://en.wikipedia.org/wiki/Leggett_%26_Platt
LEN,Lennar Corp.,Consumer,https://en.wikipedia.org/wiki/Lennar_Corp.
LVLT,Level 3 Communications,Telecommunications,https://en.wikipedia.org/wiki/Level_3_Communications
LUK,Leucadia National Corp.,Financials,https://en.wikipedia.org/wiki/Leucadia_National_Corp.
LLY,Lilly (Eli) & Co.,Health Care,https://en.wikipedia.org/wiki/Lilly_(Eli)_%26_Co.
LNC,Lincoln National,Financials,https://en.wikipedia.org/wiki/Lincoln_National
LKQ,LKQ Corporation,Consumer,https://en.wikipedia.org/wiki/LKQ_Corporation
LMT,Lockheed Martin Corp.,Industrials,https://en.wikipedia.org/wiki/Lockheed_Martin_Corp.
L,Loews Corp.,Financials,https://en.wikipedia.org/wiki/Loews_Corp.
LOW,Lowe's,Consumer,https://en.wikipedia.org/wiki/Lowe%27s_Cos.
LYB,LyondellBasell,Materials,https://en.wikipedia.org/wiki/LyondellBasell
MTB,M&T Bank Corp.,Financials,https://en.wikipedia.org/wiki/M%26T_Bank_Corp.
MAC,Macerich,Real Estate,https://en.wikipedia.org/wiki/Macerich
M,Macy's,Consumer,https://en.wikipedia.org/wiki/Macy%27s_Inc.
MNK,Mallinckrodt Plc,Health Care,https://en.wikipedia.org/wiki/Mallinckrodt_Plc
MRO,Marathon Oil Corp.,Energy,https://en.wikipedia.org/wiki/Marathon_Oil_Corp.
MPC,Marathon Petroleum,Energy,https://en.wikipedia.org/wiki/Marathon_Petroleum
MAR,Marriott,Consumer,https://en.wikipedia.org/wiki/Marriott_Int%27l.
MMC,Marsh & McLennan,Financials,https://en.wikipedia.org/wiki/Marsh_%26_McLennan
MLM,Martin Marietta Materials,Materials,https://en.wikipedia.org/wiki/Martin_Marietta_Materials
MAS,Masco Corp.,Industrials,https://en.wikipedia.org/wiki/Masco_Corp.
MA,Mastercard Inc.,Financials,https://en.wikipedia.org/wiki/Mastercard_Inc.
MAT,Mattel,Consumer,https://en.wikipedia.org/wiki/Mattel_Inc.
MKC,McCormick & Co.,Consumer,https://en.wikipedia.org/wiki/McCormick_%26_Co.
MCD,McDonald's,Consumer,https://en.wikipedia.org/wiki/McDonald%27s_Corp.
MCK,McKesson Corp.,Health Care,https://en.wikipedia.org/wiki/McKesson_Corp.
MJN,Mead Johnson,Consumer,https://en.wikipedia.org/wiki/Mead_Johnson
MDT,Medtronic Plc,Health Care,https://en.wikipedia.org/wiki/Medtronic_plc
MRK,Merck & Co.,Health Care,https://en.wikipedia.org/wiki/Merck_%26_Co.
MET,MetLife Inc.,Financials,https://en.wikipedia.org/wiki/MetLife_Inc.
MTD,Mettler Toledo,Health Care,https://en.wikipedia.org/wiki/Mettler_Toledo
KORS,Michael Kors,Consumer,https://en.wikipedia.org/wiki/Michael_Kors_(brand)
MCHP,Microchip Technology,IT,https://en.wikipedia.org/wiki/Microchip_Technology
MU,Micron Technology,IT,https://en.wikipedia.org/wiki/Micron_Technology
MSFT,Microsoft,IT,https://en.wikipedia.org/wiki/Microsoft_Corp.
MAA,Mid-America Apartments,Real Estate,https://en.wikipedia.org/wiki/Mid-America_Apartments
MHK,Mohawk Industries,Consumer,https://en.wikipedia.org/wiki/Mohawk_Industries
TAP,Molson Coors Brewing,Consumer,https://en.wikipedia.org/wiki/Molson_Coors_Brewing_Company
